x,y,z
-0.0828516,0.140156,1.34666
-0.0410156,0.194785,1.31039
-9.76563e-05,0.221777,1.22051
0.0308008,0.222676,1.07361
0.059375,0.196211,0.938418
0.085625,0.154531,0.817676
0.0995117,0.101309,0.695703
0.107344,0.0527344,0.607383
0.104355,0.0101758,0.565957
0.0843359,-0.0339844,0.59207
0.0516406,-0.0664062,0.678906
0.012832,-0.0849023,0.780645
-0.0279492,-0.0904688,0.890273
-0.0688867,-0.0779102,1.02402
-0.106914,-0.0410156,1.1517
-0.118809,0.0103516,1.25641
-0.105273,0.0802734,1.33123
-0.0766797,0.151211,1.35615
-0.0432227,0.203926,1.32354
-0.00654297,0.230879,1.23514
0.0258789,0.229238,1.09117
0.0580859,0.198184,0.939902
0.0895898,0.15375,0.820781
0.11125,0.101855,0.701055
0.125332,0.0545313,0.613105
0.121875,0.008125,0.577109
0.102031,-0.034375,0.611406
0.0714258,-0.0727344,0.706602
0.0285742,-0.102441,0.799043
-0.0198438,-0.101621,0.889453
-0.0608203,-0.0727148,1.02121
-0.0946094,-0.0255469,1.15283
-0.109375,0.038418,1.2559
-0.0993164,0.10293,1.32285
-0.0786523,0.16668,1.34602
-0.0554883,0.216562,1.31262
-0.0247656,0.236543,1.22846
0.0112109,0.23584,1.08953
0.0495312,0.205254,0.947461
0.0836328,0.161367,0.826953
0.109863,0.112676,0.712734
0.129082,0.0621875,0.622715
0.133242,0.0204883,0.581367
0.120957,-0.0142773,0.605156
0.0935156,-0.0456445,0.689453
0.0510742,-0.067207,0.802891
0.00398438,-0.0721875,0.908496
-0.0433984,-0.0573828,1.02992
-0.0925391,-0.0129883,1.15656
-0.124434,0.0404687,1.26188
-0.129512,0.10166,1.33389
-0.115039,0.163496,1.34734
-0.0866992,0.213359,1.30617
-0.0453125,0.235234,1.21805
-0.0104883,0.229297,1.08318
0.0298242,0.199727,0.949043
0.0703516,0.156465,0.830566
0.105117,0.111797,0.713457
0.130508,0.0679688,0.621035
0.140547,0.0348242,0.578203
0.12623,-0.00103516,0.601191
0.0966992,-0.0336523,0.681621
0.0559375,-0.0516406,0.80002
0.0102734,-0.0526758,0.911914
-0.0375586,-0.0406055,1.03363
-0.0923828,-0.00113281,1.1615
-0.133945,0.0495703,1.26844
-0.143594,0.107695,1.33664
-0.129121,0.168984,1.35242
-0.103828,0.217285,1.31055
-0.0653516,0.234375,1.22197
-0.0241211,0.228086,1.09066
0.0220117,0.205039,0.954648
0.0668555,0.16582,0.831914
0.106719,0.122969,0.714688
0.126875,0.0794141,0.62207
0.140469,0.0442383,0.58209
0.133281,0.00960937,0.603457
0.107168,-0.0224023,0.683613
0.0634375,-0.0448828,0.794355
0.0166016,-0.0496289,0.907832
-0.0330859,-0.0312109,1.03615
-0.0890039,0.00994141,1.16811
-0.135215,0.0578906,1.2748
-0.152031,0.112734,1.34359
-0.138164,0.172266,1.35953
-0.11793,0.225742,1.31732
-0.0804688,0.249648,1.23328
-0.0357617,0.242754,1.10385
0.0127148,0.21709,0.964473
0.0619336,0.178613,0.837031
0.104434,0.134941,0.722148
0.138184,0.0960352,0.633496
0.149434,0.0533008,0.588379
0.140039,0.0136328,0.607324
0.109004,-0.0189062,0.685508
0.066543,-0.0414258,0.797188
0.0183984,-0.04125,0.908262
-0.0373047,-0.0236719,1.03352
-0.0942578,0.00912109,1.16205
-0.139531,0.0542773,1.26512
-0.160703,0.108242,1.33496
-0.15334,0.172871,1.35396
-0.127285,0.227617,1.31098
-0.0936523,0.247109,1.22898
-0.051582,0.244023,1.10387
-0.00105469,0.217539,0.960254
0.0520508,0.177031,0.834551
0.100488,0.134688,0.716094
0.140234,0.093457,0.623828
0.155742,0.0553906,0.579473
0.144375,0.0130664,0.60252
0.113555,-0.0228516,0.681504
0.0692773,-0.039668,0.791426
0.0220117,-0.0348828,0.901504
-0.0361523,-0.0236133,1.02822
-0.0968945,0.00705078,1.1598
-0.143516,0.0495703,1.25943
-0.169707,0.105,1.32793
-0.166973,0.166055,1.35561
-0.141563,0.222051,1.31652
-0.104199,0.245605,1.23357
-0.0559961,0.245039,1.11859
0.000703125,0.225664,0.969141
0.0564062,0.182441,0.834961
